
================================ SCRIPT 4 ================================


Elapsed time (GRF fit):
Time difference of 3.347275 secs
======== Start:  sc64_64_64_sh1_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.082144, validation loss: 2.129073 , lr= 1e-04
Epoch: 1 out of 1000 , average train loss: 2.468943, validation loss: 2.369023 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.880269, validation loss: 1.923569 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.860227, validation loss: 1.906496 , lr= 4e-05
Epoch: 300 out of 1000 , average train loss: 1.831692, validation loss: 1.903417 , lr= 4e-05
Epoch: 400 out of 1000 , average train loss: 1.838175, validation loss: 1.901219 , lr= 1.6e-05
Epoch: 500 out of 1000 , average train loss: 1.835087, validation loss: 1.900823 , lr= 2.56e-06
Epoch: 600 out of 1000 , average train loss: 1.832719, validation loss: 1.900795 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.84023, validation loss: 1.900786 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.830507, validation loss: 1.900771 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.828701, validation loss: 1.900734 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.835859, validation loss: 1.900715 , lr= 4.096e-07
==== End:  sc64_64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.374985, validation loss: 2.539421 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.838625, validation loss: 1.899502 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.8546, validation loss: 1.899568 , lr= 2.56e-06
Early stopping at epoch: 264 , average train loss: 1.837434 , validation loss: 1.899592 , lr= 4.096e-07 
Epoch: 1 out of 1000 , average train loss: 2.609059, validation loss: 2.739622 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.869307, validation loss: 1.90799 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.843801, validation loss: 1.898928 , lr= 1.6e-05
Epoch: 300 out of 1000 , average train loss: 1.841236, validation loss: 1.898264 , lr= 2.56e-06
Epoch: 400 out of 1000 , average train loss: 1.859571, validation loss: 1.898227 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.839397, validation loss: 1.898196 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.843526, validation loss: 1.898164 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.832883, validation loss: 1.898106 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.857797, validation loss: 1.898071 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.837301, validation loss: 1.898038 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.850687, validation loss: 1.897959 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.141111, validation loss: 2.125703 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.88615, validation loss: 1.930926 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.859717, validation loss: 1.924129 , lr= 4e-05
Epoch: 300 out of 1000 , average train loss: 1.856734, validation loss: 1.922634 , lr= 1.6e-05
Epoch: 400 out of 1000 , average train loss: 1.847769, validation loss: 1.921567 , lr= 6.4e-06
Epoch: 500 out of 1000 , average train loss: 1.862049, validation loss: 1.92137 , lr= 1.024e-06
Epoch: 600 out of 1000 , average train loss: 1.861468, validation loss: 1.921354 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.855033, validation loss: 1.921336 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.85211, validation loss: 1.921308 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.849532, validation loss: 1.92128 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.863364, validation loss: 1.921234 , lr= 4.096e-07
==== End:  sc64_64_64_64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.143422, validation loss: 2.132701 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.908723, validation loss: 1.937807 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.899227, validation loss: 1.917517 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.885466, validation loss: 1.912372 , lr= 4e-05
Epoch: 400 out of 1000 , average train loss: 1.881569, validation loss: 1.909479 , lr= 4e-05
Epoch: 500 out of 1000 , average train loss: 1.88056, validation loss: 1.908536 , lr= 4e-05
Epoch: 600 out of 1000 , average train loss: 1.873911, validation loss: 1.906966 , lr= 1.6e-05
Epoch: 700 out of 1000 , average train loss: 1.856875, validation loss: 1.906652 , lr= 2.56e-06
Epoch: 800 out of 1000 , average train loss: 1.873811, validation loss: 1.906562 , lr= 1.024e-06
Epoch: 900 out of 1000 , average train loss: 1.869045, validation loss: 1.906543 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.878014, validation loss: 1.906538 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.499573, validation loss: 2.431943 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.943449, validation loss: 1.924475 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.898746, validation loss: 1.905827 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.88392, validation loss: 1.900715 , lr= 4e-05
Epoch: 400 out of 1000 , average train loss: 1.880983, validation loss: 1.900267 , lr= 2.56e-06
Epoch: 500 out of 1000 , average train loss: 1.879511, validation loss: 1.900237 , lr= 1.024e-06
Epoch: 600 out of 1000 , average train loss: 1.885004, validation loss: 1.900212 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.895853, validation loss: 1.900189 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.872704, validation loss: 1.900172 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.876225, validation loss: 1.900143 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.873696, validation loss: 1.900121 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.34755, validation loss: 2.427593 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.934472, validation loss: 1.952426 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.892278, validation loss: 1.927716 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.890919, validation loss: 1.920365 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.877806, validation loss: 1.917868 , lr= 4e-05
Epoch: 500 out of 1000 , average train loss: 1.867465, validation loss: 1.917837 , lr= 1.024e-06
Epoch: 600 out of 1000 , average train loss: 1.875751, validation loss: 1.917794 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.874544, validation loss: 1.917781 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.875346, validation loss: 1.917758 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.882007, validation loss: 1.917745 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.88388, validation loss: 1.917728 , lr= 4.096e-07
==== End:  sc64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.253703, validation loss: 2.294 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.94242, validation loss: 1.936046 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.902089, validation loss: 1.913973 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.894502, validation loss: 1.909496 , lr= 4e-05
Epoch: 400 out of 1000 , average train loss: 1.881423, validation loss: 1.909065 , lr= 1.024e-06
Epoch: 500 out of 1000 , average train loss: 1.890705, validation loss: 1.909064 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.879574, validation loss: 1.909061 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.905846, validation loss: 1.909053 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.870235, validation loss: 1.909044 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.878775, validation loss: 1.909041 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.879305, validation loss: 1.909038 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.304821, validation loss: 2.286034 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.914993, validation loss: 1.941823 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.898161, validation loss: 1.928627 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.8879, validation loss: 1.927162 , lr= 6.4e-06
Epoch: 400 out of 1000 , average train loss: 1.877526, validation loss: 1.927038 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.8987, validation loss: 1.927036 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.881808, validation loss: 1.927016 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.894269, validation loss: 1.926999 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.905249, validation loss: 1.926998 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.88736, validation loss: 1.926986 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.888053, validation loss: 1.926984 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.253153, validation loss: 2.158256 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.970959, validation loss: 1.933405 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.909633, validation loss: 1.923567 , lr= 4e-05
Epoch: 300 out of 1000 , average train loss: 1.915988, validation loss: 1.922892 , lr= 6.4e-06
Epoch: 400 out of 1000 , average train loss: 1.902999, validation loss: 1.922811 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.903669, validation loss: 1.922782 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.901702, validation loss: 1.922759 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.889824, validation loss: 1.922742 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.907168, validation loss: 1.922728 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.887984, validation loss: 1.922722 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.903998, validation loss: 1.922706 , lr= 4.096e-07
==== End:  sc64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.144293, validation loss: 2.142361 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.922336, validation loss: 1.948453 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.908541, validation loss: 1.936209 , lr= 4e-05
Epoch: 300 out of 1000 , average train loss: 1.902318, validation loss: 1.935862 , lr= 6.4e-06
Epoch: 400 out of 1000 , average train loss: 1.894248, validation loss: 1.935687 , lr= 1.024e-06
Epoch: 500 out of 1000 , average train loss: 1.898029, validation loss: 1.935668 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.912333, validation loss: 1.935659 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.894688, validation loss: 1.935627 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.894437, validation loss: 1.935595 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.898408, validation loss: 1.935559 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.888685, validation loss: 1.935556 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.280938, validation loss: 2.210265 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.924818, validation loss: 1.896457 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.940771, validation loss: 1.892581 , lr= 6.4e-06
Epoch: 300 out of 1000 , average train loss: 1.920105, validation loss: 1.891183 , lr= 6.4e-06
Epoch: 400 out of 1000 , average train loss: 1.909582, validation loss: 1.89114 , lr= 1.024e-06
Epoch: 500 out of 1000 , average train loss: 1.916181, validation loss: 1.89105 , lr= 1.024e-06
Epoch: 600 out of 1000 , average train loss: 1.911652, validation loss: 1.89099 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.901043, validation loss: 1.890943 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.938457, validation loss: 1.890886 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.920392, validation loss: 1.890837 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.920906, validation loss: 1.890807 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.152622, validation loss: 2.153005 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.9647, validation loss: 1.967516 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.915689, validation loss: 1.948859 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.906556, validation loss: 1.94547 , lr= 1.6e-05
Epoch: 400 out of 1000 , average train loss: 1.908231, validation loss: 1.945177 , lr= 1.024e-06
Epoch: 500 out of 1000 , average train loss: 1.892041, validation loss: 1.945125 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.917169, validation loss: 1.945105 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.909054, validation loss: 1.945109 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.913556, validation loss: 1.94508 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.904975, validation loss: 1.945073 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.92167, validation loss: 1.945059 , lr= 4.096e-07
==== End:  sc64_64_64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.321215, validation loss: 2.320436 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.933931, validation loss: 1.948473 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.890395, validation loss: 1.914806 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.87415, validation loss: 1.899098 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.847689, validation loss: 1.892767 , lr= 1e-04
Epoch: 500 out of 1000 , average train loss: 1.843113, validation loss: 1.887392 , lr= 1e-04
Epoch: 600 out of 1000 , average train loss: 1.837449, validation loss: 1.885572 , lr= 1e-04
Epoch: 700 out of 1000 , average train loss: 1.835216, validation loss: 1.884865 , lr= 1.6e-05
Epoch: 800 out of 1000 , average train loss: 1.83732, validation loss: 1.884796 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.840374, validation loss: 1.884782 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.823622, validation loss: 1.884774 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.248965, validation loss: 2.263682 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.915608, validation loss: 1.943123 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.887466, validation loss: 1.91954 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.874586, validation loss: 1.909546 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.854448, validation loss: 1.904045 , lr= 1e-04
Epoch: 500 out of 1000 , average train loss: 1.85247, validation loss: 1.902753 , lr= 1.024e-06
Epoch: 600 out of 1000 , average train loss: 1.849043, validation loss: 1.902733 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.858557, validation loss: 1.902716 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.845689, validation loss: 1.902708 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.850544, validation loss: 1.902695 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.847346, validation loss: 1.902689 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.523782, validation loss: 2.537731 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.95554, validation loss: 1.901192 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.88869, validation loss: 1.885194 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.874482, validation loss: 1.879758 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.865577, validation loss: 1.877443 , lr= 6.4e-06
Epoch: 500 out of 1000 , average train loss: 1.862443, validation loss: 1.877428 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.845502, validation loss: 1.87742 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.875981, validation loss: 1.877412 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.875458, validation loss: 1.877404 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.872783, validation loss: 1.877396 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.862675, validation loss: 1.877388 , lr= 4.096e-07
==== End:  sc64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.641584, validation loss: 2.548347 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.94026, validation loss: 1.90495 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.890875, validation loss: 1.889064 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.897535, validation loss: 1.887266 , lr= 1.6e-05
Epoch: 400 out of 1000 , average train loss: 1.884828, validation loss: 1.887201 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.884841, validation loss: 1.887193 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.882027, validation loss: 1.88719 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.85469, validation loss: 1.887187 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.881901, validation loss: 1.887163 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.88463, validation loss: 1.887144 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.869619, validation loss: 1.887138 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.314207, validation loss: 2.377616 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.951806, validation loss: 1.92769 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.898029, validation loss: 1.911643 , lr= 1e-04
